Modèle,Prix,Transmission,Version,Kilométrage,Carburant,Puissance,Évaluations,Vendeur,Nom de la Voiture,Date
ford,€ 19 890,Boîte automatique,ST-line 1.0 Ecoboost 125pk Automaat '21 (62041),65 656 km,Essence,92 kW (125 CH),114,Karl Teirlynck • BE-8790 Waregem,Ford PumaST-line 1.0 Ecoboost 125pk Automaat '21 (62041),03/2021
ford,€ 22 999,Boîte automatique,1.0 EcoBoost ST-Line Business * Auto * Caméra *,23 969 km,Essence,92 kW (125 CH),25,Mondial Car • BE-6500 Beaumont,Ford Focus1.0 EcoBoost ST-Line Business * Auto * Caméra *,02/2020
ford,€ 10 700,Boîte manuelle,2.0 TDCi Titanium S GARANTIE 1 JAAR,162 702 km,Diesel,120 kW (163 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford S-Max2.0 TDCi Titanium S GARANTIE 1 JAAR,06/2014
ford,€ 29 950,Boîte automatique,3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,54 000 km,Diesel,147 kW (200 CH),7,Seppe Van Duffel • BE-3920 Lommel,Ford Ranger3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,01/2017
ford,€ 13 990,Boîte automatique,1.5 EcoBlue Titanium Business,101 380 km,Diesel,88 kW (120 CH),37,Service commercial • BE-5100 Naninne (Namur),Ford Focus1.5 EcoBlue Titanium Business,11/2018
ford,€ 29 371,Boîte manuelle,ST/Performancepack/driver ass pack 1/winterpack,- km,Essence,147 kW (200 CH),5,BE-2930 Brasschaat,Ford FiestaST/Performancepack/driver ass pack 1/winterpack,01/2024
ford,€ 11 950,Boîte manuelle,1.6 Ecoboost / ST 2 / Navi / Camera,134 585 km,Essence,134 kW (182 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Fiesta1.6 Ecoboost / ST 2 / Navi / Camera,09/2014
ford,€ 16 200,Boîte automatique,1.5 TDCi  GARANTIE TOT 5 JAAR,82 800 km,Diesel,88 kW (120 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford Kuga1.5 TDCi  GARANTIE TOT 5 JAAR,03/2018
ford,€ 8 950,Boîte manuelle,Titanium - PDC - 12m Van Mossel Garantie,86 599 km,Essence,74 kW (101 CH),5,Gonthier • BE-2800 Mechelen,Ford B-MaxTitanium - PDC - 12m Van Mossel Garantie,03/2016
ford,€ 17 450,Boîte manuelle,1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,53 200 km,Essence,92 kW (125 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,09/2020
ford,€ 17 995,Boîte manuelle,Clipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,43 000 km,Essence,74 kW (101 CH),98,Frederik Beernaert • BE-8610 Handzame,Ford FocusClipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,10/2021
ford,€ 16 950,Boîte manuelle,2T - 350M L2|H2 - Trekhaak - Leder - Camera,117 023 km,Diesel,125 kW (170 CH),5,BE-2500 Lier,Ford Transit2T - 350M L2|H2 - Trekhaak - Leder - Camera,01/2018
ford,€ 16 950,Boîte automatique,2.0 Hybride Titanium - zéér nette wagen!,89 552 km,Electrique/Essence,103 kW (140 CH),108,Jean-Claude Vanheuverswijn • BE-1760 Roosdaal,Ford Mondeo2.0 Hybride Titanium - zéér nette wagen!,04/2018
ford,€ 8 300,Boîte manuelle,,59 475 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta,11/2014
ford,€ 7 800,Boîte manuelle,1.0 ECOBOOST,107 610 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta1.0 ECOBOOST,03/2016
ford,€ 16 450,Boîte manuelle,ECOnetic Business Edition,49 559 km,Diesel,88 kW (120 CH),12,BE-2070 Zwijndrecht,Ford MondeoECOnetic Business Edition,09/2017
ford,€ 28 450,Boîte manuelle,1.5 Ecoboost / ST Ultimate / Performance Pack / FU,19 483 km,Essence,147 kW (200 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.5 Ecoboost / ST Ultimate / Performance Pack / FU,11/2021
ford,€ 69 385,Boîte automatique,* MACH  1 - V8 - Recaro *,3 km,Essence,338 kW (460 CH),15,BE-1800 Vilvoorde,Ford Mustang* MACH  1 - V8 - Recaro *,- (Année)
ford,€ 71 950,Boîte manuelle,5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,29 750 km,Essence,392 kW (533 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Mustang5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,10/2016
ford,€ 19 890,Boîte automatique,ST-line 1.0 Ecoboost 125pk Automaat '21 (62041),65 656 km,Essence,92 kW (125 CH),114,Karl Teirlynck • BE-8790 Waregem,Ford PumaST-line 1.0 Ecoboost 125pk Automaat '21 (62041),03/2021
ford,€ 22 999,Boîte automatique,1.0 EcoBoost ST-Line Business * Auto * Caméra *,23 969 km,Essence,92 kW (125 CH),25,Mondial Car • BE-6500 Beaumont,Ford Focus1.0 EcoBoost ST-Line Business * Auto * Caméra *,02/2020
ford,€ 10 700,Boîte manuelle,2.0 TDCi Titanium S GARANTIE 1 JAAR,162 702 km,Diesel,120 kW (163 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford S-Max2.0 TDCi Titanium S GARANTIE 1 JAAR,06/2014
ford,€ 29 950,Boîte automatique,3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,54 000 km,Diesel,147 kW (200 CH),7,Seppe Van Duffel • BE-3920 Lommel,Ford Ranger3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,01/2017
ford,€ 13 990,Boîte automatique,1.5 EcoBlue Titanium Business,101 380 km,Diesel,88 kW (120 CH),37,Service commercial • BE-5100 Naninne (Namur),Ford Focus1.5 EcoBlue Titanium Business,11/2018
ford,€ 29 371,Boîte manuelle,ST/Performancepack/driver ass pack 1/winterpack,- km,Essence,147 kW (200 CH),5,BE-2930 Brasschaat,Ford FiestaST/Performancepack/driver ass pack 1/winterpack,01/2024
ford,€ 11 950,Boîte manuelle,1.6 Ecoboost / ST 2 / Navi / Camera,134 585 km,Essence,134 kW (182 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Fiesta1.6 Ecoboost / ST 2 / Navi / Camera,09/2014
ford,€ 16 200,Boîte automatique,1.5 TDCi  GARANTIE TOT 5 JAAR,82 800 km,Diesel,88 kW (120 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford Kuga1.5 TDCi  GARANTIE TOT 5 JAAR,03/2018
ford,€ 8 950,Boîte manuelle,Titanium - PDC - 12m Van Mossel Garantie,86 599 km,Essence,74 kW (101 CH),5,Gonthier • BE-2800 Mechelen,Ford B-MaxTitanium - PDC - 12m Van Mossel Garantie,03/2016
ford,€ 17 450,Boîte manuelle,1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,53 200 km,Essence,92 kW (125 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,09/2020
ford,€ 17 995,Boîte manuelle,Clipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,43 000 km,Essence,74 kW (101 CH),98,Frederik Beernaert • BE-8610 Handzame,Ford FocusClipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,10/2021
ford,€ 16 950,Boîte manuelle,2T - 350M L2|H2 - Trekhaak - Leder - Camera,117 023 km,Diesel,125 kW (170 CH),5,BE-2500 Lier,Ford Transit2T - 350M L2|H2 - Trekhaak - Leder - Camera,01/2018
ford,€ 16 950,Boîte automatique,2.0 Hybride Titanium - zéér nette wagen!,89 552 km,Electrique/Essence,103 kW (140 CH),108,Jean-Claude Vanheuverswijn • BE-1760 Roosdaal,Ford Mondeo2.0 Hybride Titanium - zéér nette wagen!,04/2018
ford,€ 8 300,Boîte manuelle,,59 475 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta,11/2014
ford,€ 7 800,Boîte manuelle,1.0 ECOBOOST,107 610 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta1.0 ECOBOOST,03/2016
ford,€ 16 450,Boîte manuelle,ECOnetic Business Edition,49 559 km,Diesel,88 kW (120 CH),12,BE-2070 Zwijndrecht,Ford MondeoECOnetic Business Edition,09/2017
ford,€ 28 450,Boîte manuelle,1.5 Ecoboost / ST Ultimate / Performance Pack / FU,19 483 km,Essence,147 kW (200 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.5 Ecoboost / ST Ultimate / Performance Pack / FU,11/2021
ford,€ 69 385,Boîte automatique,* MACH  1 - V8 - Recaro *,3 km,Essence,338 kW (460 CH),15,BE-1800 Vilvoorde,Ford Mustang* MACH  1 - V8 - Recaro *,- (Année)
ford,€ 71 950,Boîte manuelle,5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,29 750 km,Essence,392 kW (533 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Mustang5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,10/2016
ford,€ 19 890,Boîte automatique,ST-line 1.0 Ecoboost 125pk Automaat '21 (62041),65 656 km,Essence,92 kW (125 CH),114,Karl Teirlynck • BE-8790 Waregem,Ford PumaST-line 1.0 Ecoboost 125pk Automaat '21 (62041),03/2021
ford,€ 22 999,Boîte automatique,1.0 EcoBoost ST-Line Business * Auto * Caméra *,23 969 km,Essence,92 kW (125 CH),25,Mondial Car • BE-6500 Beaumont,Ford Focus1.0 EcoBoost ST-Line Business * Auto * Caméra *,02/2020
ford,€ 10 700,Boîte manuelle,2.0 TDCi Titanium S GARANTIE 1 JAAR,162 702 km,Diesel,120 kW (163 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford S-Max2.0 TDCi Titanium S GARANTIE 1 JAAR,06/2014
ford,€ 29 950,Boîte automatique,3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,54 000 km,Diesel,147 kW (200 CH),7,Seppe Van Duffel • BE-3920 Lommel,Ford Ranger3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,01/2017
ford,€ 13 990,Boîte automatique,1.5 EcoBlue Titanium Business,101 380 km,Diesel,88 kW (120 CH),37,Service commercial • BE-5100 Naninne (Namur),Ford Focus1.5 EcoBlue Titanium Business,11/2018
ford,€ 29 371,Boîte manuelle,ST/Performancepack/driver ass pack 1/winterpack,- km,Essence,147 kW (200 CH),5,BE-2930 Brasschaat,Ford FiestaST/Performancepack/driver ass pack 1/winterpack,01/2024
ford,€ 11 950,Boîte manuelle,1.6 Ecoboost / ST 2 / Navi / Camera,134 585 km,Essence,134 kW (182 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Fiesta1.6 Ecoboost / ST 2 / Navi / Camera,09/2014
ford,€ 16 200,Boîte automatique,1.5 TDCi  GARANTIE TOT 5 JAAR,82 800 km,Diesel,88 kW (120 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford Kuga1.5 TDCi  GARANTIE TOT 5 JAAR,03/2018
ford,€ 8 950,Boîte manuelle,Titanium - PDC - 12m Van Mossel Garantie,86 599 km,Essence,74 kW (101 CH),5,Gonthier • BE-2800 Mechelen,Ford B-MaxTitanium - PDC - 12m Van Mossel Garantie,03/2016
ford,€ 17 450,Boîte manuelle,1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,53 200 km,Essence,92 kW (125 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,09/2020
ford,€ 17 995,Boîte manuelle,Clipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,43 000 km,Essence,74 kW (101 CH),98,Frederik Beernaert • BE-8610 Handzame,Ford FocusClipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,10/2021
ford,€ 16 950,Boîte manuelle,2T - 350M L2|H2 - Trekhaak - Leder - Camera,117 023 km,Diesel,125 kW (170 CH),5,BE-2500 Lier,Ford Transit2T - 350M L2|H2 - Trekhaak - Leder - Camera,01/2018
ford,€ 16 950,Boîte automatique,2.0 Hybride Titanium - zéér nette wagen!,89 552 km,Electrique/Essence,103 kW (140 CH),108,Jean-Claude Vanheuverswijn • BE-1760 Roosdaal,Ford Mondeo2.0 Hybride Titanium - zéér nette wagen!,04/2018
ford,€ 8 300,Boîte manuelle,,59 475 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta,11/2014
ford,€ 7 800,Boîte manuelle,1.0 ECOBOOST,107 610 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta1.0 ECOBOOST,03/2016
ford,€ 16 450,Boîte manuelle,ECOnetic Business Edition,49 559 km,Diesel,88 kW (120 CH),12,BE-2070 Zwijndrecht,Ford MondeoECOnetic Business Edition,09/2017
ford,€ 28 450,Boîte manuelle,1.5 Ecoboost / ST Ultimate / Performance Pack / FU,19 483 km,Essence,147 kW (200 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.5 Ecoboost / ST Ultimate / Performance Pack / FU,11/2021
ford,€ 69 385,Boîte automatique,* MACH  1 - V8 - Recaro *,3 km,Essence,338 kW (460 CH),15,BE-1800 Vilvoorde,Ford Mustang* MACH  1 - V8 - Recaro *,- (Année)
ford,€ 71 950,Boîte manuelle,5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,29 750 km,Essence,392 kW (533 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Mustang5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,10/2016
ford,€ 19 890,Boîte automatique,ST-line 1.0 Ecoboost 125pk Automaat '21 (62041),65 656 km,Essence,92 kW (125 CH),114,Karl Teirlynck • BE-8790 Waregem,Ford PumaST-line 1.0 Ecoboost 125pk Automaat '21 (62041),03/2021
ford,€ 22 999,Boîte automatique,1.0 EcoBoost ST-Line Business * Auto * Caméra *,23 969 km,Essence,92 kW (125 CH),25,Mondial Car • BE-6500 Beaumont,Ford Focus1.0 EcoBoost ST-Line Business * Auto * Caméra *,02/2020
ford,€ 10 700,Boîte manuelle,2.0 TDCi Titanium S GARANTIE 1 JAAR,162 702 km,Diesel,120 kW (163 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford S-Max2.0 TDCi Titanium S GARANTIE 1 JAAR,06/2014
ford,€ 29 950,Boîte automatique,3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,54 000 km,Diesel,147 kW (200 CH),7,Seppe Van Duffel • BE-3920 Lommel,Ford Ranger3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,01/2017
ford,€ 13 990,Boîte automatique,1.5 EcoBlue Titanium Business,101 380 km,Diesel,88 kW (120 CH),37,Service commercial • BE-5100 Naninne (Namur),Ford Focus1.5 EcoBlue Titanium Business,11/2018
ford,€ 29 371,Boîte manuelle,ST/Performancepack/driver ass pack 1/winterpack,- km,Essence,147 kW (200 CH),5,BE-2930 Brasschaat,Ford FiestaST/Performancepack/driver ass pack 1/winterpack,01/2024
ford,€ 11 950,Boîte manuelle,1.6 Ecoboost / ST 2 / Navi / Camera,134 585 km,Essence,134 kW (182 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Fiesta1.6 Ecoboost / ST 2 / Navi / Camera,09/2014
ford,€ 16 200,Boîte automatique,1.5 TDCi  GARANTIE TOT 5 JAAR,82 800 km,Diesel,88 kW (120 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford Kuga1.5 TDCi  GARANTIE TOT 5 JAAR,03/2018
ford,€ 8 950,Boîte manuelle,Titanium - PDC - 12m Van Mossel Garantie,86 599 km,Essence,74 kW (101 CH),5,Gonthier • BE-2800 Mechelen,Ford B-MaxTitanium - PDC - 12m Van Mossel Garantie,03/2016
ford,€ 17 450,Boîte manuelle,1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,53 200 km,Essence,92 kW (125 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,09/2020
ford,€ 17 995,Boîte manuelle,Clipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,43 000 km,Essence,74 kW (101 CH),98,Frederik Beernaert • BE-8610 Handzame,Ford FocusClipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,10/2021
ford,€ 16 950,Boîte manuelle,2T - 350M L2|H2 - Trekhaak - Leder - Camera,117 023 km,Diesel,125 kW (170 CH),5,BE-2500 Lier,Ford Transit2T - 350M L2|H2 - Trekhaak - Leder - Camera,01/2018
ford,€ 16 950,Boîte automatique,2.0 Hybride Titanium - zéér nette wagen!,89 552 km,Electrique/Essence,103 kW (140 CH),108,Jean-Claude Vanheuverswijn • BE-1760 Roosdaal,Ford Mondeo2.0 Hybride Titanium - zéér nette wagen!,04/2018
ford,€ 8 300,Boîte manuelle,,59 475 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta,11/2014
ford,€ 7 800,Boîte manuelle,1.0 ECOBOOST,107 610 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta1.0 ECOBOOST,03/2016
ford,€ 16 450,Boîte manuelle,ECOnetic Business Edition,49 559 km,Diesel,88 kW (120 CH),12,BE-2070 Zwijndrecht,Ford MondeoECOnetic Business Edition,09/2017
ford,€ 28 450,Boîte manuelle,1.5 Ecoboost / ST Ultimate / Performance Pack / FU,19 483 km,Essence,147 kW (200 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.5 Ecoboost / ST Ultimate / Performance Pack / FU,11/2021
ford,€ 69 385,Boîte automatique,* MACH  1 - V8 - Recaro *,3 km,Essence,338 kW (460 CH),15,BE-1800 Vilvoorde,Ford Mustang* MACH  1 - V8 - Recaro *,- (Année)
ford,€ 71 950,Boîte manuelle,5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,29 750 km,Essence,392 kW (533 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Mustang5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,10/2016
ford,€ 19 890,Boîte automatique,ST-line 1.0 Ecoboost 125pk Automaat '21 (62041),65 656 km,Essence,92 kW (125 CH),114,Karl Teirlynck • BE-8790 Waregem,Ford PumaST-line 1.0 Ecoboost 125pk Automaat '21 (62041),03/2021
ford,€ 22 999,Boîte automatique,1.0 EcoBoost ST-Line Business * Auto * Caméra *,23 969 km,Essence,92 kW (125 CH),25,Mondial Car • BE-6500 Beaumont,Ford Focus1.0 EcoBoost ST-Line Business * Auto * Caméra *,02/2020
ford,€ 10 700,Boîte manuelle,2.0 TDCi Titanium S GARANTIE 1 JAAR,162 702 km,Diesel,120 kW (163 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford S-Max2.0 TDCi Titanium S GARANTIE 1 JAAR,06/2014
ford,€ 29 950,Boîte automatique,3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,54 000 km,Diesel,147 kW (200 CH),7,Seppe Van Duffel • BE-3920 Lommel,Ford Ranger3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,01/2017
ford,€ 13 990,Boîte automatique,1.5 EcoBlue Titanium Business,101 380 km,Diesel,88 kW (120 CH),37,Service commercial • BE-5100 Naninne (Namur),Ford Focus1.5 EcoBlue Titanium Business,11/2018
ford,€ 29 371,Boîte manuelle,ST/Performancepack/driver ass pack 1/winterpack,- km,Essence,147 kW (200 CH),5,BE-2930 Brasschaat,Ford FiestaST/Performancepack/driver ass pack 1/winterpack,01/2024
ford,€ 11 950,Boîte manuelle,1.6 Ecoboost / ST 2 / Navi / Camera,134 585 km,Essence,134 kW (182 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Fiesta1.6 Ecoboost / ST 2 / Navi / Camera,09/2014
ford,€ 16 200,Boîte automatique,1.5 TDCi  GARANTIE TOT 5 JAAR,82 800 km,Diesel,88 kW (120 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford Kuga1.5 TDCi  GARANTIE TOT 5 JAAR,03/2018
ford,€ 8 950,Boîte manuelle,Titanium - PDC - 12m Van Mossel Garantie,86 599 km,Essence,74 kW (101 CH),5,Gonthier • BE-2800 Mechelen,Ford B-MaxTitanium - PDC - 12m Van Mossel Garantie,03/2016
ford,€ 17 450,Boîte manuelle,1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,53 200 km,Essence,92 kW (125 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,09/2020
ford,€ 17 995,Boîte manuelle,Clipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,43 000 km,Essence,74 kW (101 CH),98,Frederik Beernaert • BE-8610 Handzame,Ford FocusClipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,10/2021
ford,€ 16 950,Boîte manuelle,2T - 350M L2|H2 - Trekhaak - Leder - Camera,117 023 km,Diesel,125 kW (170 CH),5,BE-2500 Lier,Ford Transit2T - 350M L2|H2 - Trekhaak - Leder - Camera,01/2018
ford,€ 16 950,Boîte automatique,2.0 Hybride Titanium - zéér nette wagen!,89 552 km,Electrique/Essence,103 kW (140 CH),108,Jean-Claude Vanheuverswijn • BE-1760 Roosdaal,Ford Mondeo2.0 Hybride Titanium - zéér nette wagen!,04/2018
ford,€ 8 300,Boîte manuelle,,59 475 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta,11/2014
ford,€ 7 800,Boîte manuelle,1.0 ECOBOOST,107 610 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta1.0 ECOBOOST,03/2016
ford,€ 16 450,Boîte manuelle,ECOnetic Business Edition,49 559 km,Diesel,88 kW (120 CH),12,BE-2070 Zwijndrecht,Ford MondeoECOnetic Business Edition,09/2017
ford,€ 28 450,Boîte manuelle,1.5 Ecoboost / ST Ultimate / Performance Pack / FU,19 483 km,Essence,147 kW (200 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.5 Ecoboost / ST Ultimate / Performance Pack / FU,11/2021
ford,€ 69 385,Boîte automatique,* MACH  1 - V8 - Recaro *,3 km,Essence,338 kW (460 CH),15,BE-1800 Vilvoorde,Ford Mustang* MACH  1 - V8 - Recaro *,- (Année)
ford,€ 71 950,Boîte manuelle,5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,29 750 km,Essence,392 kW (533 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Mustang5.2i Voodoo Engine / 530 PK / Original Shelby / Pe,10/2016
ford,€ 19 890,Boîte automatique,ST-line 1.0 Ecoboost 125pk Automaat '21 (62041),65 656 km,Essence,92 kW (125 CH),114,Karl Teirlynck • BE-8790 Waregem,Ford PumaST-line 1.0 Ecoboost 125pk Automaat '21 (62041),03/2021
ford,€ 22 999,Boîte automatique,1.0 EcoBoost ST-Line Business * Auto * Caméra *,23 969 km,Essence,92 kW (125 CH),25,Mondial Car • BE-6500 Beaumont,Ford Focus1.0 EcoBoost ST-Line Business * Auto * Caméra *,02/2020
ford,€ 10 700,Boîte manuelle,2.0 TDCi Titanium S GARANTIE 1 JAAR,162 702 km,Diesel,120 kW (163 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford S-Max2.0 TDCi Titanium S GARANTIE 1 JAAR,06/2014
ford,€ 29 950,Boîte automatique,3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,54 000 km,Diesel,147 kW (200 CH),7,Seppe Van Duffel • BE-3920 Lommel,Ford Ranger3.2TDCI WILDTRACK - AUTOMAAT - LICHTE VRACHT - BTW,01/2017
ford,€ 13 990,Boîte automatique,1.5 EcoBlue Titanium Business,101 380 km,Diesel,88 kW (120 CH),37,Service commercial • BE-5100 Naninne (Namur),Ford Focus1.5 EcoBlue Titanium Business,11/2018
ford,€ 29 371,Boîte manuelle,ST/Performancepack/driver ass pack 1/winterpack,- km,Essence,147 kW (200 CH),5,BE-2930 Brasschaat,Ford FiestaST/Performancepack/driver ass pack 1/winterpack,01/2024
ford,€ 11 950,Boîte manuelle,1.6 Ecoboost / ST 2 / Navi / Camera,134 585 km,Essence,134 kW (182 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Fiesta1.6 Ecoboost / ST 2 / Navi / Camera,09/2014
ford,€ 16 200,Boîte automatique,1.5 TDCi  GARANTIE TOT 5 JAAR,82 800 km,Diesel,88 kW (120 CH),2,DIDIER DERIDDER • BE-3120 Tremelo,Ford Kuga1.5 TDCi  GARANTIE TOT 5 JAAR,03/2018
ford,€ 8 950,Boîte manuelle,Titanium - PDC - 12m Van Mossel Garantie,86 599 km,Essence,74 kW (101 CH),5,Gonthier • BE-2800 Mechelen,Ford B-MaxTitanium - PDC - 12m Van Mossel Garantie,03/2016
ford,€ 17 450,Boîte manuelle,1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,53 200 km,Essence,92 kW (125 CH),30,Jens Verbesselt • BE-1830 Machelen,Ford Puma1.0 Ecoboost / Titanium / Winter Pack / PDC / Navi,09/2020
ford,€ 17 995,Boîte manuelle,Clipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,43 000 km,Essence,74 kW (101 CH),98,Frederik Beernaert • BE-8610 Handzame,Ford FocusClipper 1.0 EcoBoost/1e-eig/Cam/PDC/Cruise/Navi,10/2021
ford,€ 16 950,Boîte manuelle,2T - 350M L2|H2 - Trekhaak - Leder - Camera,117 023 km,Diesel,125 kW (170 CH),5,BE-2500 Lier,Ford Transit2T - 350M L2|H2 - Trekhaak - Leder - Camera,01/2018
ford,€ 16 950,Boîte automatique,2.0 Hybride Titanium - zéér nette wagen!,89 552 km,Electrique/Essence,103 kW (140 CH),108,Jean-Claude Vanheuverswijn • BE-1760 Roosdaal,Ford Mondeo2.0 Hybride Titanium - zéér nette wagen!,04/2018
ford,€ 8 300,Boîte manuelle,,59 475 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta,11/2014
ford,€ 7 800,Boîte manuelle,1.0 ECOBOOST,107 610 km,Essence,59 kW (80 CH),40,Maurice Deconinck • BE-7711 Mouscron,Ford Fiesta1.0 ECOBOOST,03/2016
ford,€ 16 450,Boîte manuelle,ECOnetic Business Edition,49 559 km,Diesel,88 kW (120 CH),12,BE-2070 Zwijndrecht,Ford MondeoECOnetic Business Edition,09/2017
